House_Price,House_Title,Post_Date,House_Link,House_Long,House_Lat
279900.0,"68 Bannerman AVE Winnipeg, Manitoba","Sun, 28 Jul 2019 19:10:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/68-bannerman-ave-winnipeg-manitoba/1437538191,-97.1197964,49.9227613
214900.0,"12 Main ST Kleefeld, Manitoba","Sun, 28 Jul 2019 19:10:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/12-main-st-kleefeld-manitoba/1437538192,-96.8718999,49.5020718
450000.0,House for sale,"Sun, 28 Jul 2019 19:07:36 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/house-for-sale/1449917429,-96.99092329999999,50.565019
316900.0,931 Main Street,"Sun, 28 Jul 2019 19:15:19 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/931-main-street/1437544580,-96.646298,49.515971
269900.0,"Homes for Sale in Kleefeld, Manitoba $269,900","Sun, 28 Jul 2019 19:15:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-kleefeld-manitoba-269-900/1437544464,-96.7616613333,49.5710980476
249900.0,"Homes for Sale in Albert Beach, Manitoba $249,900","Sun, 28 Jul 2019 19:14:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-albert-beach-manitoba-249-900/1443903757,-96.532576,50.69459
459900.0,"Homes for Sale in St Vital, Winnipeg, Manitoba $459,900","Sun, 28 Jul 2019 19:14:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-st-vital-winnipeg-manitoba-459-900/1443903762,-97.112325,49.84664
229900.0,"Homes for Sale in Lester Beach, Manitoba $229,900","Sun, 28 Jul 2019 19:14:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-lester-beach-manitoba-229-900/1437543997,-97.0060682,50.4775562
409000.0,"40 Tennant GATE Winnipeg, Manitoba","Sun, 28 Jul 2019 19:14:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/40-tennant-gate-winnipeg-manitoba/1443903251,-97.1521125,49.9644505
449900.0,"71156 Parkside DR St Clements, Manitoba","Sun, 28 Jul 2019 19:14:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/71156-parkside-dr-st-clements-manitoba/1443903165,-96.89315099999999,50.0585883
579900.0,"7 Angela Everts DR Winnipeg, Manitoba","Sun, 28 Jul 2019 19:14:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/7-angela-everts-dr-winnipeg-manitoba/1443903139,-97.0503057,49.9093865
599900.0,"22 JANAKAS PL Headingley, Manitoba","Sun, 28 Jul 2019 19:13:58 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/22-janakas-pl-headingley-manitoba/1443903042,-97.40870129999999,49.87549449999999
239000.0,"30154 PR 246 RD Aubigny, Manitoba","Sun, 28 Jul 2019 19:13:56 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/30154-pr-246-rd-aubigny-manitoba/1443902990,-97.2462966,49.4585063
299900.0,"1584 WHITETAIL TRL Clandeboye, Manitoba","Sun, 28 Jul 2019 19:13:56 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1584-whitetail-trl-clandeboye-manitoba/1443902981,-96.9284181,50.2841088
868800.0,"64 Aspen Forest PT Winnipeg, Manitoba","Sun, 28 Jul 2019 19:13:55 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/64-aspen-forest-pt-winnipeg-manitoba/1443902976,-97.17846340000001,49.8072139
419900.0,"25 Bonaventure DR Winnipeg, Manitoba","Sun, 28 Jul 2019 19:15:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/25-bonaventure-dr-winnipeg-manitoba/1412530584,-97.0631494,49.8272023
219900.0,"23101 PR 305 RD Dufferin, Manitoba","Sun, 28 Jul 2019 19:15:43 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/23101-pr-305-rd-dufferin-manitoba/1412530210,-98.0179027,49.5915883
395000.0,154 Raymond Giroux Drive,"Sun, 28 Jul 2019 19:15:41 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/154-raymond-giroux-drive/1424104728,-96.510158,49.524099
316900.0,931 Main Street,"Sun, 28 Jul 2019 19:15:19 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/931-main-street/1437544580,-96.646298,49.515971
269900.0,"Homes for Sale in Kleefeld, Manitoba $269,900","Sun, 28 Jul 2019 19:15:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-kleefeld-manitoba-269-900/1437544464,-96.7616613333,49.5710980476
378900.0,1 St. Andrews View,"Sun, 28 Jul 2019 19:20:53 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1-st-andrews-view/1374056521,-97.01540146420001,50.5436756428
219000.0,Year-Round Home or Cottage Getaway for Sale in Awanipark!,"Mon, 29 Jul 2019 08:01:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/year-round-home-or-cottage-getaway-for-sale-in-awanipark/1438291505,-96.0427143,50.1416628
249900.0,"953 William AVE Winnipeg, Manitoba R3E0Z7","Mon, 29 Jul 2019 09:02:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/953-william-ave-winnipeg-manitoba-r3e0z7/1449988844,-97.1680834,49.90833809999999
369900.0,This move-in ready home is a gem   in Pulberry,"Mon, 29 Jul 2019 09:01:59 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/this-move-in-ready-home-is-a-gem-in-pulberry/1449988745,-97.1240578,49.8355056
374500.0,47060 Gendron Rd E Lorette MB,"Mon, 29 Jul 2019 09:13:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/47060-gendron-rd-e-lorette-mb/1449991032,-96.88989939999999,49.6994912
324900.0,"28152 PR 210 HWY Landmark, Manitoba R0A0X0","Mon, 29 Jul 2019 09:10:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/28152-pr-210-hwy-landmark-manitoba-r0a0x0/1449990460,-96.7999612,49.67871179999999
518900.0,"PRICE REDUCED!! 40067 ROSEWOOD ROAD/PR 501 HWY ST GENEVIEVE, MB","Mon, 29 Jul 2019 09:15:42 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/price-reduced-40067-rosewood-road-pr-501-hwy-st-genevieve-mb/1449991619,-96.55681000000001,49.7518676
958800.0,"House for Sale  -  213 Oak Lawn Rd, Bridgwater Forest","Mon, 29 Jul 2019 09:39:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/house-for-sale-213-oak-lawn-rd-bridgwater-forest/1425931491,-97.18991779999999,49.80334930000001
214900.0,65 Le Maire Street - MORTGAGE PAYMENTS AS LOW AS $950/MONTH,"Mon, 29 Jul 2019 09:41:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/65-le-maire-street-mortgage-payments-as-low-as-950-month/1449997432,-97.1361701,49.9577974
349000.0,"House for Sale -   74 Nurgitz Bay, Winnipeg","Mon, 29 Jul 2019 09:40:16 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/house-for-sale-74-nurgitz-bay-winnipeg/1435803858,-96.78170340000001,50.1710793
204900.0,Terrific starter home or turnkey investment property! West End!&#8203;,"Mon, 29 Jul 2019 09:53:52 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/terrific-starter-home-or-turnkey-investment-property-west-end/1450000482,-97.1635264,49.89803500000001
289900.0,BRAND NEW 3 BEDROOM TWO STOREY ONLY 289900,"Mon, 29 Jul 2019 09:50:31 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/brand-new-3-bedroom-two-storey-only-289900/1449999669,-97.04018649999999,49.605965
524900.0,"PRICE DROPPED $10,000! LIVE IN RIVERS EDGE (WEST ST PAUL)","Mon, 29 Jul 2019 09:55:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/price-dropped-10-000-live-in-rivers-edge-west-st-paul/1450000875,-97.0465407,50.0218668
289900.0,4 Season Cottage/House for sale (Price Reduced),"Mon, 29 Jul 2019 10:33:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/4-season-cottage-house-for-sale-price-reduced/1422844557,-97.1233178,49.8385848
474900.0,Price Reduced-Westwood Bungalow,"Mon, 29 Jul 2019 10:55:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/price-reduced-westwood-bungalow/1450015885,-97.2931011,49.8757794
474900.0,Solid Duplex For Sale- Great Cap Rate,"Mon, 29 Jul 2019 11:00:12 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/solid-duplex-for-sale-great-cap-rate/1450016893,-97.1638584,49.7803529
254000.0,Home for Sale,"Mon, 29 Jul 2019 11:11:39 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/home-for-sale/1450019613,-96.8251358,49.666063
347500.0,Landmark home on large lot near elementary school!,"Mon, 29 Jul 2019 11:10:49 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/landmark-home-on-large-lot-near-elementary-school/1450019419,-97.2617144,49.8845113
379900.0,4 Bedroom Sargent Park Starter Home,"Mon, 29 Jul 2019 11:23:43 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/4-bedroom-sargent-park-starter-home/1450022488,-97.0264421,50.0839367
369999.0,"**OPEN HOUSE SAT. AUG. 3RD, 2-4!** 575 BAY ROAD, ST. ANDREWS","Mon, 29 Jul 2019 11:22:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/open-house-sat-aug-3rd-2-4-575-bay-road-st-andrews/1450022108,-97.1187729,49.8757634
349900.0,"MX HOMES PRESENTS 92 STONE RIDGE DR. STONEWALL - $349,900","Mon, 29 Jul 2019 11:31:40 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/mx-homes-presents-92-stone-ridge-dr-stonewall-349-900/1450024353,-97.3330842,50.14351749999999
359900.0,North End home buyer,"Mon, 29 Jul 2019 11:37:05 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/north-end-home-buyer/1438048981,-97.13510769999999,49.914837
299000.0,New 2 Story Design in Bridgwater Trails,"Mon, 29 Jul 2019 11:35:57 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/new-2-story-design-in-bridgwater-trails/1450025357,-97.2048844,49.7811813
357049.0,Spacious Family Home,"Mon, 29 Jul 2019 11:51:13 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/spacious-family-home/1450029136,-97.2032298,49.7820533
334900.0,"116 Poplarwood Drive , Warren","Mon, 29 Jul 2019 12:03:11 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/116-poplarwood-drive-warren/1450031937,-97.5471221,50.13435459999999
379900.0,"265 Dodds Road , Headingley","Mon, 29 Jul 2019 12:07:39 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/265-dodds-road-headingley/1450032991,-97.406196,49.8863745
366000.0,East Kildonan  Duplex: Individual Metered and Solid,"Mon, 29 Jul 2019 12:06:20 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/east-kildonan-duplex:-individual-metered-and-solid/1450032670,-97.0721322,49.90323249999999
319900.0,Lovely home on Quiet Street in St. James,"Mon, 29 Jul 2019 12:11:46 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/lovely-home-on-quiet-street-in-st-james/1450033980,-97.26448690000001,49.8772277
499900.0,"177 Philip Lee Drive , Winnipeg","Mon, 29 Jul 2019 12:11:17 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/177-philip-lee-drive-winnipeg/1450033867,-97.0517752,49.9105389
289900.0,LOVELY 3BD FAMILY HM ON QUIET CUL-DE-SAC! WARREN,"Mon, 29 Jul 2019 12:20:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/lovely-3bd-family-hm-on-quiet-cul-de-sac-warren/1450036108,-97.55326219999999,50.1329415
450000.0,30081 11 Road W Morden,"Mon, 29 Jul 2019 12:41:11 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/30081-11-road-w-morden/1450041070,-98.1208136,49.1629353
384900.0,"429 Jamison Avenue , Winnipeg","Mon, 29 Jul 2019 12:40:24 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/429-jamison-avenue-winnipeg/1450040895,-97.10254719999999,49.91615179999999
289900.0,BUILT WITH QUALITY MAINTAINED WITH PRIDE!,"Mon, 29 Jul 2019 12:53:44 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/built-with-quality-maintained-with-pride/1450043962,-96.6346478,49.66631750000001
229900.0,HOME OF YOUR DREAMS WITHIN YOUR MEANS!,"Mon, 29 Jul 2019 12:51:35 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/home-of-your-dreams-within-your-means/1450043461,-96.6532197,49.6677966
324900.0,READY FOR THAT QUIET COUNTRY ATMOSPHERE?,"Mon, 29 Jul 2019 12:50:21 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/ready-for-that-quiet-country-atmosphere/1450043203,-96.59809729999999,49.6589117
329900.0,"39 Palas Drive , Garson","Mon, 29 Jul 2019 13:02:29 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/39-palas-drive-garson/1450045924,-97.1957144,49.7938655
388900.0,1462 SF Townhouse in Bridgewater. Built in 2017.,"Mon, 29 Jul 2019 13:00:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1462-sf-townhouse-in-bridgewater-built-in-2017/1450045403,-97.0563389,49.5975354
299900.0,"**PRICED TO MOVE AT ONLY $299,900!** 1032 BOSTON AVE. WPG","Mon, 29 Jul 2019 13:07:06 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/priced-to-move-at-only-299-900-1032-boston-ave-wpg/1450047064,-97.1528678,49.834802
345900.0,2 Storey Charmer in River Park South.,"Mon, 29 Jul 2019 13:05:20 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/2-storey-charmer-in-river-park-south/1450046577,-97.1092293,49.81345959999999
379900.0,38143 Road 39E Road. Giroux. 5 Bedroom 1.5 Bath Home For Sale,"Mon, 29 Jul 2019 13:41:08 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/38143-road-39e-road-giroux-5-bedroom-1-5-bath-home-for-sale/1450054813,-97.0852541,49.8040309
239900.0,"Zoned R2 Residential - Two Family... Knock, knock!","Mon, 29 Jul 2019 14:15:50 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/zoned-r2-residential-two-family-knock-knock/1450063200,-97.1570971,49.9068907
539900.0,LARGE DUPLEX INCOME PROPERTY!,"Mon, 29 Jul 2019 15:30:09 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/large-duplex-income-property/1450079995,-97.0246835,49.8949856
229900.0,"106 Upstream CR St Malo, Manitoba","Mon, 29 Jul 2019 19:09:05 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/106-upstream-cr-st-malo-manitoba/1444093342,-96.95361559999999,49.3140936
729900.0,"51 KINGSCREST DR La Salle, Manitoba","Mon, 29 Jul 2019 19:09:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/51-kingscrest-dr-la-salle-manitoba/1444093296,-97.26992779999999,49.6956161
229900.0,"68 Sheila DR New Bothwell, Manitoba","Mon, 29 Jul 2019 19:09:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/68-sheila-dr-new-bothwell-manitoba/1437754225,-96.8918016,49.5866909
499000.0,200 WINDER ROAD,"Mon, 29 Jul 2019 19:14:28 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/200-winder-road/1418210306,-99.7200653333,50.5578318333
585000.0,"1665 St Anne&apos;s RD Winnipeg, Manitoba","Mon, 29 Jul 2019 19:14:08 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1665-st-annes-rd-winnipeg-manitoba/1418209205,-97.0639296,49.7986075
234900.0,"42 Spruce ST Grunthal, Manitoba","Mon, 29 Jul 2019 19:14:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/42-spruce-st-grunthal-manitoba/1418209015,-96.8512619,49.4099943
799000.0,"27 Lakebourne DR Winnipeg, Manitoba","Mon, 29 Jul 2019 19:14:06 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/27-lakebourne-dr-winnipeg-manitoba/1418208908,-97.184557,49.96813789999999
299900.0,"3 North Cross Bay RD Grand Rapids, Manitoba","Mon, 29 Jul 2019 19:13:59 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/3-north-cross-bay-rd-grand-rapids-manitoba/1418208279,-99.2675099,53.184575
949900.0,"33 PRAIRIE WALK Headingley, Manitoba","Mon, 29 Jul 2019 19:13:58 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/33-prairie-walk-headingley-manitoba/1418208197,-97.3285835,49.8663612
234900.0,"Homes for Sale in Maples, Winnipeg, Manitoba $234,900","Mon, 29 Jul 2019 19:13:55 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-maples-winnipeg-manitoba-234-900/1437760348,-97.184903,49.951927
499945.0,"2 PRAIRIE GRASS LANE Oak Bluff, Manitoba","Mon, 29 Jul 2019 19:13:49 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/2-prairie-grass-lane-oak-bluff-manitoba/1418206850,-97.3231589,49.7732716
269900.0,"225 SOPHIA ST Selkirk, Manitoba","Tue, 30 Jul 2019 05:06:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/225-sophia-st-selkirk-manitoba/1450173043,-96.8873273,50.1390702
322900.0,"130 Payment ST Winnipeg, Manitoba","Tue, 30 Jul 2019 05:06:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/130-payment-st-winnipeg-manitoba/1450172581,-97.168961,49.7670152
779900.0,"71 HIGHLAND PARK DR East St Paul, Manitoba","Tue, 30 Jul 2019 05:06:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/71-highland-park-dr-east-st-paul-manitoba/1450171612,-97.0488264,49.98843979999999
239900.0,"33 Marlow CRT Winipigow, Manitoba","Tue, 30 Jul 2019 05:18:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/33-marlow-crt-winipigow-manitoba/1450173003,-97.17034729999999,49.9446063
324000.0,"1312 Redwood AVE Winnipeg, Manitoba","Tue, 30 Jul 2019 05:18:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1312-redwood-ave-winnipeg-manitoba/1450172879,-97.174167,49.9310512
449900.0,"229 Allard AVE Winnipeg, Manitoba","Tue, 30 Jul 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/229-allard-ave-winnipeg-manitoba/1450171592,-97.1233178,49.8385848
249900.0,"324 3RD ST E Stonewall, Manitoba","Tue, 30 Jul 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/324-3rd-st-e-stonewall-manitoba/1450173140,-96.7252001,49.5307468
549000.0,"126 Westland DR E Steinbach, Manitoba","Tue, 30 Jul 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/126-westland-dr-e-steinbach-manitoba/1450173193,-96.98263209999999,49.894394
289900.0,"94 Laurentia BAY Winnipeg, Manitoba","Tue, 30 Jul 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/94-laurentia-bay-winnipeg-manitoba/1450172579,-97.1964114,49.8615374
324900.0,"629 Cote AVE St Pierre-Jolys, Manitoba","Tue, 30 Jul 2019 05:48:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/629-cote-ave-st-pierre-jolys-manitoba/1450173074,-96.97785859999999,49.4433304
322900.0,"Homes for Sale in St. Norbert, Winnipeg, Manitoba $322,900","Tue, 30 Jul 2019 05:48:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-st-norbert-winnipeg-manitoba-322-900/1450174097,-97.168725,49.767004
254900.0,"42 PARK ST Vivian, Manitoba","Tue, 30 Jul 2019 05:48:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/42-park-st-vivian-manitoba/1450170010,-96.46203829999999,49.88247699999999
469000.0,"47 Seaside DR Winnipeg, Manitoba","Tue, 30 Jul 2019 05:54:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/47-seaside-dr-winnipeg-manitoba/1450171939,-97.0312881,49.8833253
249900.0,"817 Burrows AVE Winnipeg, Manitoba","Tue, 30 Jul 2019 05:54:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/817-burrows-ave-winnipeg-manitoba/1450172577,-97.15613409999999,49.9229792
209900.0,"22 Hespeler AVE Winnipeg, Manitoba","Tue, 30 Jul 2019 05:54:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/22-hespeler-ave-winnipeg-manitoba/1450172867,-97.1237847,49.9150318
539900.0,Beautiful home in Lindenwoods!,"Tue, 30 Jul 2019 09:21:32 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-home-in-lindenwoods/1450206900,-97.03586659999999,49.8867206
529900.0,Price Reduced-Westwood Bungalow,"Tue, 30 Jul 2019 10:57:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/price-reduced-westwood-bungalow/1450229347,-97.2931011,49.8757794
479900.0,Silver Heights Stylish Home for Sale,"Tue, 30 Jul 2019 11:10:19 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/silver-heights-stylish-home-for-sale/1450232464,-97.2617144,49.8845113
345000.0,Brand new house in Fort Garry Area,"Tue, 30 Jul 2019 11:26:43 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/brand-new-house-in-fort-garry-area/1450236433,-97.1553175,49.8446665
314900.0,Beautiful West Fort Garry Bungalow,"Tue, 30 Jul 2019 11:25:36 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-west-fort-garry-bungalow/1450236187,-97.1570517,49.8484375
639900.0,Beautiful 4 Bedroom 3.5 Bath River Heights Character Home,"Tue, 30 Jul 2019 11:25:13 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-4-bedroom-3-5-bath-river-heights-character-home/1450236101,-97.17540799999999,49.869509
409900.0,Open House This Sunday Aug 4th from 2-4pm at 3 Elaine Place,"Tue, 30 Jul 2019 11:43:13 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/open-house-this-sunday-aug-4th-from-2-4pm-at-3-elaine-place/1450240243,-97.0707707,49.9417844
399900.0,Super energy efficient home!,"Tue, 30 Jul 2019 11:50:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/super-energy-efficient-home/1438933207,-95.86004729999999,50.3156125
229900.0,HOME OF YOUR DREAMS WITHIN YOUR MEANS!,"Tue, 30 Jul 2019 12:33:57 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/home-of-your-dreams-within-your-means/1450251744,-96.6532197,49.6677966
219900.0,COMING VERY SOON VALOUR RD. SARGENT PARK GORGEOUS HOUSE FOR SALE,"Tue, 30 Jul 2019 12:50:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/coming-very-soon-valour-rd-sargent-park-gorgeous-house-for-sale/1450255457,-97.18818,49.898388
252900.0,House for sale,"Tue, 30 Jul 2019 15:52:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/house-for-sale/1450296645,-97.17958,49.97188
289900.0,Beautiful Home in Silver Heights!&#8203;,"Tue, 30 Jul 2019 16:27:52 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-home-in-silver-heights/1450303842,-97.2580634,49.8862689
300000.0,"Cashflowing duplexes, up to four available. Package Price!","Tue, 30 Jul 2019 16:35:30 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/cashflowing-duplexes-up-to-four-available-package-price/1441487084,-97.14307009999999,49.9225541
204900.0,Well Priced 2 BR Home Close to McPhillips St!,"Tue, 30 Jul 2019 16:35:29 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/well-priced-2-br-home-close-to-mcphillips-st/1438551223,-97.15834799999999,49.9279351
474400.0,Osborne village House 5bed/2bath + new 2-car garage + new roof,"Tue, 30 Jul 2019 16:47:49 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/osborne-village-house-5bed-2bath-new-2-car-garage-new-roof/1450307721,-97.14140139999999,49.8781056
219900.0,RANDALL HOMES SHOWHOME FOR SALE IN BONAVISTA - QUICK POSSESSION,"Tue, 30 Jul 2019 16:45:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/randall-homes-showhome-for-sale-in-bonavista-quick-possession/1450307234,-97.06425109999999,49.8226379
389900.0,"47040 Cedar Lake RD Nourse, Manitoba","Tue, 30 Jul 2019 19:13:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/47040-cedar-lake-rd-nourse-manitoba/1437968840,-96.44367059999999,49.9141907
309900.0,"24 TAIT PL Warren, Manitoba","Tue, 30 Jul 2019 19:12:56 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/24-tait-pl-warren-manitoba/1437968223,-97.54968339999999,50.1316648
449900.0,"61092 Pleasant RD Anola, Manitoba","Tue, 30 Jul 2019 19:12:52 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/61092-pleasant-rd-anola-manitoba/1437968036,-96.6233317,49.8811655
424900.0,"33111 77N RD Brokenhead Rm, Manitoba","Tue, 30 Jul 2019 19:12:52 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/33111-77n-rd-brokenhead-rm-manitoba/1437968038,-96.7522316,50.0488613
1130000.0,"190 Park PL E Winnipeg, Manitoba","Tue, 30 Jul 2019 19:12:50 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/190-park-pl-e-winnipeg-manitoba/1437967972,-97.21350369999999,49.8502756
374000.0,"111 Woodfield BAY Winnipeg, Manitoba","Tue, 30 Jul 2019 19:12:49 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/111-woodfield-bay-winnipeg-manitoba/1437967927,-97.2516314,49.8494585
454000.0,"829 McMillan AVE Winnipeg, Manitoba","Tue, 30 Jul 2019 19:12:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/829-mcmillan-ave-winnipeg-manitoba/1437967846,-97.158909,49.87024599999999
289900.0,"581 Harbison AVE E Winnipeg, Manitoba","Tue, 30 Jul 2019 19:12:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/581-harbison-ave-e-winnipeg-manitoba/1437967865,-97.0935171,49.910736
224900.0,"507 MORRIS AVE Selkirk, Manitoba","Tue, 30 Jul 2019 19:12:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/507-morris-ave-selkirk-manitoba/1437967879,-96.8773178,50.1494611
474900.0,"11 Allincite RD Winnipeg, Manitoba","Tue, 30 Jul 2019 19:12:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/11-allincite-rd-winnipeg-manitoba/1437967874,-97.1772136,49.9699928
522000.0,"36 Bridgewood DR Winnipeg, Manitoba","Tue, 30 Jul 2019 19:12:46 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/36-bridgewood-dr-winnipeg-manitoba/1437967828,-97.0368262,49.9147005
229900.0,"32 Rockridge DR Blumenort, Manitoba","Wed, 31 Jul 2019 05:12:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/32-rockridge-dr-blumenort-manitoba/1450383456,-96.6991742,49.5978729
529900.0,"132 Remi Claeys CR Winnipeg, Manitoba","Wed, 31 Jul 2019 05:18:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/132-remi-claeys-cr-winnipeg-manitoba/1450383888,-96.96255939999999,49.895443
